city,lat,lng
South Shore,38.8653,-90.5232
Oxly,36.6025,-90.679
Charlack,38.7029,-90.3426
Eureka,38.5013,-90.6491
Hurdland,40.1489,-92.3034
Chesapeake,37.1161,-93.6791
Joplin,37.0766,-94.5016
Dunnegan,37.7081,-93.5769
Phelps City,40.4006,-95.595
Oakville,38.4472,-90.3199
Saint Louis,38.6358,-90.2451
Pasadena Park,38.711,-90.2974
Lawson,39.436,-94.2151
Truxton,39.0035,-91.2403
Brashear,40.1483,-92.3789
Gray Summit,38.4951,-90.8173
House Springs,38.4089,-90.5701
Wheaton,36.7616,-94.057
Wheeling,39.786,-93.3862
Kingdom City,38.9473,-91.9389
Weaubleau,37.8915,-93.5404
Terre du Lac,37.9031,-90.6158
Plevna,39.9765,-92.0852
Walnut Shade,36.7326,-93.1935
Belgrade,37.7867,-90.8493
Stella,36.7625,-94.1909
Qulin,36.5977,-90.2522
Wood Heights,39.3414,-94.1635
Bunceton,38.7894,-92.7992
Protem,36.529,-92.8588
Leslie,38.4179,-91.2312
Salisbury,39.4233,-92.8025
Pleasant Green,38.8061,-92.9627
Irena,40.5403,-94.3899
Lake Saint Louis,38.7848,-90.7873
Myrtle,36.5087,-91.2671
Grain Valley,39.0166,-94.2086
Yukon,37.2731,-91.8482
Laddonia,39.2434,-91.6424
Manchester,38.5831,-90.5064
Hayti Heights,36.2311,-89.7682
Rover,36.7217,-91.621
Van Buren,37.0082,-91.0113
Lynchburg,37.4931,-92.2943
Humphreys,40.1252,-93.3195
Dudley,36.7897,-90.0917
Affton,38.5493,-90.3256
Eagle Rock,36.5498,-93.7416
Newark,39.9946,-91.9734
Saint Clement,39.2829,-91.2098
Canalou,36.7541,-89.6865
Northwoods,38.7035,-90.2824
Dixon,37.9953,-92.0956
North Lilbourn,36.6018,-89.6221
Emden,39.7964,-91.8629
Atlas,37.0951,-94.3861
Annada,39.2622,-90.8287
Oaks,39.197,-94.572
Brunswick,39.4257,-93.1267
Eagleville,40.4684,-93.9861
Jerico Springs,37.6194,-94.0115
Moundville,37.7646,-94.451
Richmond Heights,38.6309,-90.3332
Waverly,39.2072,-93.5187
Lodi,37.2564,-90.4529
Wildwood,38.5798,-90.6697
Iron Gates,37.067,-94.5544
La Plata,40.0242,-92.4914
Kearney,39.3547,-94.3589
Rothville,39.6539,-93.0636
Tindall,40.1609,-93.6097
Monticello,40.1191,-91.7129
Gravois Mills,38.3049,-92.8244
Cape Fair,36.7301,-93.5102
Brookline,37.1634,-93.4202
Harris,40.3061,-93.3504
Dora,36.777,-92.2174
Tallapoosa,36.5061,-89.817
Defiance,38.6327,-90.7847
Valley Park,38.5514,-90.4922
Laclede,39.7878,-93.1697
Vandalia,39.308,-91.4892
Missouri City,39.24,-94.3009
Rutledge,40.314,-92.0876
Goss,39.5148,-91.9435
Longtown,37.6702,-89.7741
Ashley,39.2537,-91.2239
Glenaire,39.2198,-94.4515
Miami,39.3224,-93.2258
Bowers Mill,37.1498,-94.0563
Arbela,40.4631,-92.0156
Middletown,39.1286,-91.4139
Merwin,38.4041,-94.5908
Risco,36.5512,-89.8186
Rome,36.8414,-92.7735
Climax Springs,38.1004,-93.0528
Pagedale,38.6801,-90.3082
Normandy,38.707,-90.3008
Centertown,38.618,-92.409
New Madrid,36.5879,-89.5505
Arcola,37.5493,-93.8761
Kewanee,36.6712,-89.574
Cool Valley,38.7251,-90.3058
Phillipsburg,37.5525,-92.7871
Liberal,37.559,-94.5161
Middle Grove,39.395,-92.2705
Savannah,39.939,-94.8279
Cairo,39.5114,-92.441
Sikeston,36.8875,-89.587
Dillard,37.7367,-91.2043
Ford City,40.1117,-94.4647
Fortescue,40.0519,-95.3176
Milan,40.2031,-93.124
Pollock,40.3584,-93.084
Lake Waukomis,39.2309,-94.6386
Howes Mill,37.6178,-91.2918
Tuscumbia,38.237,-92.46
Biehle,37.6065,-89.8377
Polo,39.5495,-94.0396
Milo,37.7554,-94.3051
Leadwood,37.8618,-90.5892
Oronogo,37.1917,-94.4639
Fruitland,37.4487,-89.6387
Elkton,37.8525,-93.426
Old Appleton,37.5938,-89.7108
Musicks Ferry,38.8614,-90.3384
Peach Orchard,36.3656,-89.934
Bertrand,36.9086,-89.4496
Willard,37.2935,-93.417
Excello,39.6334,-92.4743
Liberty,39.2394,-94.4191
Fair Play,37.6331,-93.5769
Monett,36.9219,-93.9263
Frankford,39.4934,-91.3209
Leadington,37.8342,-90.4805
Plattsburg,39.5644,-94.4615
Jamestown,38.7667,-92.4802
Marthasville,38.631,-91.0573
Laredo,40.0261,-93.4479
Evergreen,37.5486,-92.5961
Oakland Park,37.1128,-94.4761
Millersburg,38.8987,-92.1235
Hayti,36.2323,-89.7474
Holt,39.4553,-94.3371
Otterville,38.7029,-93.0028
Lemay,38.5315,-90.284
Grand Falls Plaza,37.0355,-94.5379
Ladue,38.6378,-90.3815
Pierce City,36.9465,-94.0032
Libertyville,37.7037,-90.2882
Miramiguoa Park,38.2389,-91.0688
Arkoe,40.2596,-94.8291
Longrun,36.6492,-92.7232
Deering,36.1909,-89.8829
Houstonia,38.8994,-93.3596
Elkland,37.4431,-93.031
Marceline,39.7166,-92.9473
Napoleon,39.1293,-94.0857
Pineville,36.5746,-94.3912
Commerce,37.1584,-89.4467
Granby,36.918,-94.2607
Iberia,38.0886,-92.2962
Florissant,38.7996,-90.3269
Galloway,37.1367,-93.238
Mine La Motte,37.6145,-90.2943
Barretts,38.5717,-90.4601
Mindenmines,37.4728,-94.5889
Siloam Springs,36.7956,-92.0754
Diamond,36.9969,-94.3152
Clearmont,40.508,-95.033
Cabool,37.1262,-92.1032
Buckner,39.1336,-94.1929
Saint Francisville,40.4501,-91.5714
Fenton,38.5279,-90.4489
Hollister,36.6051,-93.234
Callao,39.7623,-92.6237
Grand Pass,39.205,-93.4427
Buffalo,37.6445,-93.0969
Pine Lawn,38.6953,-90.2756
Kirbyville,36.6294,-93.1576
Buell,39.0342,-91.439
Kimberling City,36.6441,-93.4239
South Lineville,40.5785,-93.5243
Clinton,38.3716,-93.7679
Saint Robert,37.8234,-92.1514
Josephville,38.829,-90.7872
Shelbyville,39.8071,-92.0404
Bel-Ridge,38.713,-90.3285
Hartsburg,38.697,-92.3073
Mayview,39.0529,-93.833
Reeds Spring,36.7402,-93.3797
Sarcoxie,37.0679,-94.1229
Bonne Terre,37.9209,-90.5425
Bland,38.3005,-91.6331
Bellefontaine Neighbors,38.7528,-90.2278
Grayridge,36.8247,-89.7819
Tiffin,37.955,-93.9383
Mountain Grove,37.1341,-92.266
Marys Home,38.3056,-92.3552
Smithton,38.6812,-93.093
Allenville,37.2218,-89.7553
Newburg,37.916,-91.9004
Tarkio,40.443,-95.3835
Illmo,37.2198,-89.509
Bennett Springs,37.7255,-92.8533
Stotesbury,37.9744,-94.5645
California,38.6304,-92.5667
Stillings,39.3197,-94.888
Renick,39.3419,-92.4109
Osgood,40.1972,-93.35
Montevallo,37.7262,-94.1083
Winfield,38.9944,-90.7437
Ravenwood,40.3526,-94.6718
Hollywood,36.0542,-90.1862
Pilot Grove,38.8736,-92.9126
Flemington,37.8039,-93.5014
Caledonia,37.7651,-90.772
Lake Spring,37.7825,-91.6788
Deerfield,37.8386,-94.5078
Fayette,39.147,-92.6857
Merriam Woods,36.7181,-93.1714
New Florence,38.9092,-91.4529
Simmons,37.2306,-92.0154
Parkdale,38.4795,-90.5281
Vibbard,39.3806,-94.1463
Delta,37.1974,-89.7392
Everton,37.3429,-93.7024
Matthews,36.7584,-89.5688
Deepwater,38.2592,-93.7746
Hematite,38.202,-90.481
Camdenton,38.0121,-92.75
Fortuna,38.5667,-92.798
Conception Junction,40.2684,-94.6914
Lincoln,38.394,-93.3313
Piney Park,38.3012,-90.9429
De Soto,38.141,-90.5609
Success,37.4437,-92.0877
Rockville,38.0712,-94.0803
Bellflower,39.0036,-91.352
Hillsdale,38.6857,-90.2868
Scotsdale,38.3915,-90.5907
Saint Elizabeth,38.256,-92.2665
Brandsville,36.6507,-91.6964
Fairport,39.9878,-94.3461
Montreal,37.9702,-92.588
Malden,36.5873,-89.9825
Beverly,39.3681,-94.8672
Charleston,36.918,-89.3343
Parkway,38.3369,-90.9717
New Cambria,39.7765,-92.7515
Calverton Park,38.7655,-90.3104
Battlefield,37.119,-93.3683
Whitewater,37.2368,-89.7978
Country Life Acres,38.6225,-90.4551
Rington,36.4556,-90.1428
Concord,38.5117,-90.3573
Craig,40.1923,-95.3742
Windsor Place,38.9341,-92.7023
Mexico,39.1626,-91.8711
Brownwood,37.0809,-89.9545
Asbury,37.2729,-94.6052
Caulfield,36.6145,-92.1049
Loose Creek,38.5081,-91.9574
Concordia,38.9877,-93.5683
Bull Creek,36.715,-93.2021
Bonnots Mill,38.5781,-91.9657
Homestead,39.3632,-94.2006
Puxico,36.9507,-90.1586
Higbee,39.3059,-92.5129
Excelsior Springs,39.3395,-94.2377
Kingsville,38.7438,-94.0697
Oak Grove Village,38.2279,-91.1493
Purdy,36.8187,-93.9206
Mount Vernon,37.105,-93.8191
Clarkson Valley,38.6257,-90.5945
Philadelphia,39.8387,-91.7391
Oakwood Manor,39.1969,-94.5644
Farber,39.2746,-91.5763
Jane,36.5404,-94.3079
Goodman,36.7388,-94.4091
Pickering,40.4502,-94.8414
Purcell,37.2433,-94.4394
Norborne,39.3024,-93.6759
Danville,38.9126,-91.5324
Gladden,37.4987,-91.4565
Mendon,39.5905,-93.1337
Excelsior Estates,39.39,-94.2082
Pinhook,36.7381,-89.2695
Licking,37.4993,-91.8618
Olivette,38.6725,-90.3784
Rock Hill,38.609,-90.3673
Odessa,38.9988,-93.9665
Country Club Village,39.8388,-94.8205
Grantwood Village,38.5509,-90.3532
New Melle,38.7182,-90.8834
Marshfield,37.3414,-92.9116
Alton,36.6901,-91.3947
Norwood Court,38.7143,-90.2896
Murphy,38.4922,-90.4856
Belton,38.8191,-94.5334
Old Mines,38.0153,-90.756
Allendale,40.4853,-94.2887
Hale,39.6051,-93.3433
Rueter,36.6084,-92.8691
Marquand,37.4287,-90.167
Steele,36.0904,-89.846
Higginsville,39.0665,-93.7268
Brookfield,39.7853,-93.0772
Poplar Bluff,36.7632,-90.4135
Flint Hill,38.8637,-90.8685
Bakersfield,36.5238,-92.1442
Sheridan,40.5171,-94.6144
Fristoe,38.1167,-93.2758
Bronaugh,37.694,-94.4682
Morley,37.0433,-89.6122
Cape Girardeau,37.3108,-89.5596
Weatherby,39.9093,-94.2419
East Lynne,38.6683,-94.2303
Benton,37.099,-89.5623
Ludlow,39.6541,-93.7026
Vigus,38.7356,-90.4648
Springfield,37.1943,-93.2915
Neelys Landing,37.5023,-89.502
Vinita Park,38.6891,-90.34
Boonville,38.9587,-92.7471
Emerald Beach,36.5755,-93.6711
Sedalia,38.7043,-93.2349
Northwye,37.975,-91.7557
Quick City,38.5811,-94.0288
Washburn,36.5888,-93.9655
Lewis and Clark Village,39.5375,-95.0506
Trenton,40.0818,-93.603
Amoret,38.2549,-94.5873
Summersville,37.1786,-91.6577
Jefferson City,38.5677,-92.1757
Lakeside,38.2041,-92.6223
Randolph,39.156,-94.4929
Beverly Hills,38.6979,-90.29
Kingston,39.6425,-94.0384
Cross Timbers,38.0242,-93.2294
Black Walnut,38.8734,-90.3712
Vandiver,39.1623,-91.8468
Elmira,39.5087,-94.1546
Truesdale,38.8124,-91.122
Glenwood,40.5243,-92.5765
Galena,36.8054,-93.4709
Maysville,39.8859,-94.3634
Amsterdam,38.3493,-94.589
Thornfield,36.7087,-92.6593
Worthington,40.4092,-92.689
Bagnell,38.2294,-92.6053
Shelbina,39.693,-92.0396
Halfway,37.6189,-93.2387
Orrick,39.2133,-94.1254
New London,39.5844,-91.3987
Eolia,39.2388,-91.012
Leasburg,38.0948,-91.2953
Paris,39.4773,-92.0039
West Sullivan,38.1923,-91.1917
Agency,39.6699,-94.7587
Clarksville,39.3693,-90.9049
Stoutland,37.8136,-92.5142
Eldridge,37.8298,-92.7491
Squires,36.8514,-92.6249
Table Rock,36.6048,-93.2988
Taberville,38.0084,-93.9947
Chilhowee,38.5889,-93.8557
Pascola,36.2673,-89.8258
Worth,40.4045,-94.4465
Independence,39.0871,-94.3503
Bates City,39.0047,-94.0659
Freeman,38.6215,-94.5057
Tecumseh,36.5867,-92.2865
Mokane,38.6744,-91.8723
Decaturville,37.9075,-92.6999
Stoutsville,39.548,-91.8573
Ritchey,36.944,-94.1858
Four Seasons,38.1974,-92.7177
Ridgely,39.4537,-94.6401
Newtown,40.3762,-93.3336
Granger,40.467,-91.9736
Latour,38.6345,-94.1022
New Court Village,40.1067,-91.8132
Rombauer,36.8431,-90.2801
Caruthersville,36.1814,-89.6664
Coldwater,37.3034,-90.4098
Olympian Village,38.1346,-90.4583
Green Castle,40.2625,-92.878
Marion,38.6909,-92.3663
Cave,39.0214,-91.0483
Saginaw,37.026,-94.4724
King City,40.0505,-94.5251
Willhoit,36.6834,-92.5068
Boschertown,38.8334,-90.4701
Lexington,39.1798,-93.8694
Creve Coeur,38.6621,-90.443
Hawk Point,38.9719,-91.1325
Richards,37.9104,-94.5573
Olean,38.4103,-92.53
Warrensburg,38.7617,-93.7283
Doolittle,37.9425,-91.8913
Sweet Springs,38.965,-93.4152
Gladstone,39.2133,-94.5592
Bunker,37.4574,-91.212
Rives,36.0945,-90.0115
Oak Grove,39.0074,-94.1278
Junction City,37.5733,-90.2907
Saint Paul,38.8484,-90.7406
Leeton,38.5833,-93.6953
Gilliam,39.2327,-93.0041
Farmington,37.7821,-90.4287
Levasy,39.1363,-94.1307
Armstrong,39.2692,-92.7042
Dadeville,37.4792,-93.6739
Sullivan,38.2127,-91.1637
Gasconade,38.6702,-91.5599
Washington,38.5515,-91.0151
Sugar Creek,39.1421,-94.4019
Rhineland,38.7204,-91.5176
Peculiar,38.7306,-94.4736
Vienna,38.1874,-91.9501
Warrenton,38.8187,-91.1362
Mackenzie,38.5809,-90.3164
Livonia,40.492,-92.7005
Camden,39.2001,-94.0196
Darlington,40.1982,-94.3997
Dalton,39.3976,-92.9921
Anniston,36.8243,-89.3267
Pevely,38.2871,-90.3995
Saint Johns,38.7134,-90.3432
Des Arc,37.2838,-90.6354
Camden Point,39.4541,-94.7485
Wyaconda,40.3921,-91.926
Jackson,37.3794,-89.6525
Dardenne Prairie,38.7558,-90.7313
Sparta,37.002,-93.0846
Belle,38.2848,-91.7217
Knoxville,39.4461,-94.0169
Arrow Rock,39.0699,-92.9471
Clarkton,36.4521,-89.9681
Hermann,38.6983,-91.4342
Anderson,36.6533,-94.4441
Foster,38.1664,-94.5079
Gifford,40.0256,-92.6816
Gibbs,40.099,-92.4166
Sleeper,37.7606,-92.593
Butler,38.2598,-94.3394
Jenkins,36.7787,-93.686
Huntleigh,38.6132,-90.409
Clifton Hill,39.4387,-92.6642
Morrison,38.6716,-91.6334
Perryville,37.7255,-89.876
Brownington,38.2453,-93.7226
Rosati,38.027,-91.531
Saint Clair,38.3479,-90.9934
Rock Port,40.4109,-95.5332
Bevier,39.7509,-92.5647
Keysville,37.8753,-91.389
Trimble,39.4763,-94.5612
Aurora,36.9674,-93.7183
Blackburn,39.1047,-93.4854
Oregon,39.9861,-95.1433
Lanagan,36.6061,-94.4517
Cedar City,38.5973,-92.1796
Ferrelview,39.3143,-94.6654
Wasola,36.7857,-92.5685
Fordland,37.1556,-92.9416
Arrow Point,36.544,-93.6223
Valles Mines,38.042,-90.4998
Riverview Estates,38.7489,-94.5246
McBaine,38.8831,-92.4549
Orchard Farm,38.8787,-90.4462
Conception,40.2411,-94.6805
Ginger Blue,36.5899,-94.4596
Cherokee Pass,37.4872,-90.296
Auxvasse,39.0174,-91.8958
Florida,39.4929,-91.7908
Mill Spring,37.065,-90.6778
Rich Fountain,38.3959,-91.8799
Clifton City,38.7647,-93.0413
Marlborough,38.5682,-90.3395
Lilbourn,36.5908,-89.6132
Des Peres,38.5973,-90.4482
Harviell,36.6618,-90.4748
Ionia,38.5037,-93.3236
Huntsdale,38.9121,-92.4787
Keytesville,39.4313,-92.9371
Bellerive Acres,38.7114,-90.314
Aullville,39.0173,-93.6778
Edgar Springs,37.7026,-91.8661
Metz,37.9965,-94.443
Fisk,36.7826,-90.2077
Santa Fe,39.3689,-91.8191
Bella Villa,38.5436,-90.2854
Gentryville,36.8639,-92.3607
Rolla,37.9458,-91.7608
Meta,38.3122,-92.1656
Wilson City,36.9236,-89.223
Mount Moriah,40.3292,-93.7971
Dawn,39.6713,-93.6341
Crystal Lake Park,38.6212,-90.4319
Graham,40.201,-95.0403
Ellisville,38.5895,-90.5883
Rayville,39.3463,-94.0648
Innsbrook,38.7631,-91.0552
Silva,37.1762,-90.4637
Altenburg,37.6304,-89.586
Lenox,37.6531,-91.7613
Williamsville,36.9738,-90.548
Webster Groves,38.5866,-90.3544
Millard,40.1075,-92.546
Weldon Spring,38.7117,-90.6518
Sedgewickville,37.5147,-89.9061
Jonesburg,38.8546,-91.3027
Frontenac,38.63,-90.4189
Clyde,40.2655,-94.6693
Americus,38.7803,-91.5641
Lanton,36.5173,-91.8015
Oakview,39.2086,-94.5704
Harwood,37.9566,-94.154
Riverside,39.1703,-94.6305
Horton,37.9748,-94.3652
Cedar Springs,37.8736,-93.8935
Wentworth,36.9932,-94.0756
Foristell,38.8158,-90.9622
Bethel,39.8778,-92.0226
Fagus,36.5114,-90.267
Clarence,39.7432,-92.2602
Bloomsdale,38.0147,-90.2213
Lambert,37.0938,-89.5547
La Due,38.3125,-93.8777
Taos,38.5157,-92.0648
Marble Hill,37.3032,-89.9807
Iron Mountain Lake,37.6854,-90.6184
Baring,40.2447,-92.2056
Festus,38.2197,-90.4095
Mill Grove,40.3092,-93.5936
Elsberry,39.1682,-90.7879
Mansfield,37.1102,-92.5803
Fulton,38.8551,-91.951
Broseley,36.6751,-90.2418
McBride,37.8328,-89.8401
Slater,39.2227,-93.065
Louisburg,37.7564,-93.141
Branson West,36.7031,-93.3778
Berger,38.6718,-91.3391
Moberly,39.4185,-92.4364
Potosi,37.9337,-90.775
Mount Leonard,39.1253,-93.3945
Macks Creek,37.9667,-92.9666
Center,39.5096,-91.5291
Viburnum,37.7149,-91.1295
Princeton,40.3966,-93.5884
Ballard,38.3614,-94.1433
Wellington,39.1383,-93.9861
Maitland,40.2021,-95.078
Harrisonville,38.653,-94.3467
Bethany,40.2684,-94.0281
Ethel,39.8933,-92.741
Velda Village,38.694,-90.2934
Fayetteville,38.8811,-93.7563
Fairfax,40.3392,-95.392
Osborn,39.7496,-94.3566
Weatherby Lake,39.2365,-94.696
Hanley Hills,38.6856,-90.325
Green City,40.2639,-92.9563
Fillmore,40.0254,-94.9731
Conway,37.5057,-92.8312
Niangua,37.3886,-92.8304
Marshall,39.1145,-93.201
Winston,39.8699,-94.1416
Champ,38.7448,-90.4536
Gunn City,38.6659,-94.164
Saint Mary,37.8737,-89.9497
Salem,37.6398,-91.5346
Saint Joseph,39.7598,-94.821
Waldron,39.2222,-94.7933
Cleveland,38.6788,-94.598
Campbell,36.493,-90.0762
Eminence,37.1509,-91.3587
Mercer,40.5107,-93.5299
Palmyra,39.7985,-91.5272
Maplewood,38.6121,-90.3241
Fairdealing,36.6615,-90.6084
Penermon,36.791,-89.8301
Lake Annette,38.6544,-94.5081
Strafford,37.2689,-93.1197
Forest City,39.9829,-95.1883
Bismarck,37.7674,-90.6224
Lake Tapawingo,39.019,-94.3131
Edwards,38.1367,-93.1696
Miner,36.8973,-89.5353
Weldon Spring Heights,38.7048,-90.6853
Clarksburg,38.6611,-92.6661
Imperial,38.3672,-90.3706
Hazelwood,38.7932,-90.3901
Ravanna,40.456,-93.462
Warson Woods,38.6069,-90.3912
Freistatt,37.0213,-93.8977
Courtney,39.1556,-94.3936
Rosendale,40.0408,-94.823
Carterville,37.1466,-94.4388
Saddlebrooke,36.8283,-93.1969
Cosby,39.8638,-94.6799
Foley,39.0458,-90.7414
Saint Ann,38.7266,-90.3871
Northmoor,39.1845,-94.6054
Oak Hill,38.2059,-91.4207
Iatan,39.4773,-94.9838
Huntsville,39.4364,-92.544
Brimson,40.145,-93.7386
Nashville,37.3745,-94.4908
Hunter,36.8867,-90.8483
Kennett,36.2403,-90.0481
Harrisburg,39.1396,-92.458
Crystal Lakes,39.3606,-94.1875
Fairview,36.8172,-94.0866
Garden City,38.5629,-94.1959
Lowry City,38.1401,-93.7275
Labadie,38.5289,-90.8501
South West City,36.5205,-94.6103
Pleasant Hope,37.465,-93.2743
El Dorado Springs,37.8694,-94.0196
Park Hills,37.8211,-90.505
Tipton,38.6549,-92.7803
Alma,39.0964,-93.5478
Readsville,38.8045,-91.7191
Owensville,38.349,-91.4974
Gordonville,37.3111,-89.6738
Kansas City,39.1239,-94.5541
Rogersville,37.1142,-93.0716
Holliday,39.4936,-92.1312
Hornersville,36.0404,-90.1158
Woodson Terrace,38.7287,-90.3601
Richwoods,38.1603,-90.8282
Cardwell,36.0475,-90.2909
Stover,38.4418,-92.9901
Ashland,38.7929,-92.2478
Garrison,36.8389,-93.0196
Jamesport,39.9749,-93.8029
Prairie Home,38.8136,-92.5906
Blue Springs,39.0124,-94.2722
Patterson,37.1884,-90.5507
Archie,38.4826,-94.3502
Houston,37.3212,-91.9611
New Franklin,39.0175,-92.7406
Senath,36.134,-90.1614
Cliff Village,37.0251,-94.5172
Miller,37.2148,-93.8406
Big Lake,40.0735,-95.3518
McGee,37.0745,-90.1957
Parma,36.6117,-89.8189
Sappington,38.526,-90.373
Unionville,40.4757,-93.0044
Gilman City,40.1311,-93.8739
Wheatland,37.9426,-93.4027
Spanish Lake,38.7885,-90.2078
Amazonia,39.8889,-94.8926
Frohna,37.6375,-89.6197
Lucerne,40.464,-93.2911
Portland,38.7109,-91.7177
Howardville,36.5684,-89.5972
Grant City,40.4858,-94.4135
Nelson,38.9946,-93.0308
Roanoke,39.317,-92.6888
Albany,40.2479,-94.3335
Mount Sterling,38.465,-91.6271
Richland,37.861,-92.3993
Sheldon,37.6582,-94.2958
South Greenfield,37.3752,-93.8436
Portage Des Sioux,38.9273,-90.3434
Platte Woods,39.2288,-94.6522
Russellville,38.5128,-92.4384
Stanton,38.2745,-91.1057
Webb City,37.1412,-94.4675
Menfro,37.777,-89.7234
Lake Ozark,38.2035,-92.6257
Dutchtown,37.2509,-89.6558
Robertson,38.7642,-90.3821
Linn Creek,38.0457,-92.7049
Lees Summit,38.9172,-94.3816
Bourbon,38.1504,-91.2493
Catron,36.6111,-89.7061
Gorin,40.36,-92.0243
Leeper,37.0751,-90.7079
Glasgow Village,38.7579,-90.1982
Rocheport,38.9785,-92.5633
Milford,37.5864,-94.1584
Newtonia,36.8792,-94.1836
Ballwin,38.595,-90.5501
Ewing,40.0088,-91.7147
Lamine,38.9467,-92.8746
Eunice,37.245,-91.7796
Barnett,38.3775,-92.6747
Leonard,39.8944,-92.182
Boss,37.6431,-91.1893
Pendleton,38.8263,-91.2322
Kirkwood,38.5789,-90.4203
Downing,40.4873,-92.3689
Glen Echo Park,38.7009,-90.2963
Berkeley,38.7441,-90.3362
Bosworth,39.4699,-93.3357
Dearborn,39.5247,-94.7741
Crane,36.9027,-93.5716
De Witt,39.3849,-93.2198
Round Grove,37.2667,-93.9052
Greenwood,38.8508,-94.3378
Country Club Hills,38.7208,-90.2749
Homestown,36.3318,-89.8242
Gerster,37.9548,-93.5769
Halltown,37.1947,-93.6292
Pleasant Valley,39.2172,-94.481
Blodgett,37.0049,-89.5263
Blairstown,38.558,-93.9578
West Alton,38.8664,-90.2084
Drake,38.4684,-91.4646
Birch Tree,36.9967,-91.4916
Knob Lick,37.6753,-90.3673
Alexandria,40.3598,-91.4595
Charmwood,38.2811,-91.0967
Mosby,39.3182,-94.3072
Hallsville,39.1185,-92.2265
Big Spring,38.802,-91.4837
Pattonsburg,40.0715,-94.106
Saint Martins,38.5943,-92.3312
Chamois,38.6764,-91.77
Fair Grove,37.3833,-93.1522
Sunrise Beach,38.1674,-92.7793
Silver Creek,37.0406,-94.4727
East Leavenworth,39.3144,-94.8519
Braymer,39.5905,-93.7961
Reeds,37.1165,-94.1682
Elmo,40.5189,-95.1168
Velda Village Hills,38.692,-90.2876
Quitman,40.373,-95.0765
Knox City,40.1441,-92.0103
Kinloch,38.7384,-90.3249
Waynesville,37.8207,-92.2199
Bloomfield,36.8877,-89.9309
Jacksonville,39.5877,-92.473
Sainte Genevieve,37.9747,-90.0481
Jasper,37.3354,-94.3023
Shrewsbury,38.5865,-90.3281
Crestwood,38.5569,-90.3783
Westwood,38.6434,-90.4333
Houston Lake,39.1924,-94.6221
Argyle,38.2954,-92.0256
Davisville,37.8078,-91.1851
Perry,39.43,-91.6665
Raytown,38.9944,-94.4641
Gerald,38.3992,-91.3305
Bridgeton,38.7672,-90.4276
Kidder,39.7822,-94.1023
Gainesville,36.6063,-92.4245
Holcomb,36.4022,-90.0249
Fremont Hills,37.0646,-93.253
Triplett,39.4984,-93.194
Bois D'Arc,37.2564,-93.5077
Breckenridge,39.7614,-93.8046
Oran,37.0855,-89.6534
Noel,36.5433,-94.4888
Riverview,38.7443,-90.2108
Hardin,39.2676,-93.8313
Blythedale,40.4752,-93.928
Crocker,37.948,-92.2676
Chillicothe,39.7953,-93.5498
Portageville,36.4295,-89.6994
Eugene,38.3528,-92.4038
Holden,38.7136,-93.9895
Rocky Comfort,36.7465,-94.0905
Clever,37.0325,-93.4738
Benton City,39.1346,-91.7649
Brentwood,38.6195,-90.3475
Passaic,38.322,-94.3486
Coney Island,36.593,-93.3972
Carl Junction,37.1669,-94.5468
Guilford,40.1686,-94.7357
Troy,38.9708,-90.9715
La Grange,40.047,-91.5023
Horine,38.2673,-90.432
Black,37.5314,-90.9332
Roscoe,37.9774,-93.8138
Edmundson,38.7351,-90.3656
Drexel,38.5005,-94.6025
Pocahontas,37.5013,-89.6399
Coffey,40.1056,-94.0066
Faucett,39.6,-94.7975
Arcadia,37.5864,-90.6293
Whiteside,39.1839,-91.0164
Spokane,36.8632,-93.3057
Crosstown,37.7464,-89.7279
Umber View Heights,37.6234,-93.8036
Baker,36.7733,-89.7615
Morrisville,37.4766,-93.4293
Neosho,36.844,-94.3756
Vanzant,36.9698,-92.3029
Morehouse,36.8463,-89.6909
Mineral Point,37.9456,-90.7246
Lock Springs,39.8489,-93.7763
Lesterville,37.4539,-90.8435
Vanduser,36.991,-89.6866
White Oak,36.3303,-90.0279
Purdin,39.951,-93.1663
Seneca,36.8446,-94.6093
Macon,39.7424,-92.4712
Galt,40.1272,-93.388
Grovespring,37.3998,-92.6096
Madison,39.4735,-92.2117
East Prairie,36.7789,-89.3842
Duquesne,37.0711,-94.4573
Grassy,37.2609,-90.1237
University City,38.6657,-90.3315
Overland,38.6967,-90.3689
Essex,36.8118,-89.8627
Chula,39.9219,-93.4777
Sturgeon,39.2345,-92.2823
Cainsville,40.4398,-93.7747
West Line,38.6358,-94.587
Smithville,39.392,-94.5751
Wellston,38.6751,-90.2941
Chain-O-Lakes,36.534,-93.7245
Collins,37.891,-93.6215
Lonedell,38.3081,-90.8276
Malta Bend,39.1939,-93.3635
Hughesville,38.8369,-93.2952
Black Jack,38.7993,-90.264
Montgomery City,38.9737,-91.5024
Doniphan,36.6234,-90.8219
Cobalt Village,37.5454,-90.2876
Stewartsville,39.7551,-94.4987
Roselle,37.5995,-90.526
Carthage,37.1503,-94.3225
Urbana,37.8436,-93.1676
Elmer,39.9573,-92.6499
Greenville,37.1284,-90.4472
Cooter,36.0467,-89.8091
Moscow Mills,38.9398,-90.9253
Gobler,36.1562,-89.9593
High Hill,38.8753,-91.3776
Green Park,38.5244,-90.3365
Vichy,38.1114,-91.7604
McFall,40.1116,-94.2223
Desloge,37.8751,-90.5192
Thomasville,36.7912,-91.5342
